Date,Avg Temperature,Avg Humidity,Avg Wind Speed,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,Ilość wynajmów,Czas trwania
2023-10-11,63.7,54.5,74.4,18.0,11.1,22.3,0.8,0.0,204,12.9,35.2,1015.5,0.0,0.0,0.0
2023-10-12,62.6,55.1,77.7,17.1,14.5,19.6,2.9,0.0,243,12.1,35.2,1013.9,0.0,0.0,0.0
2023-10-13,62.9,56.3,80.3,17.6,12.3,21.4,1.0,0.0,191,9.5,33.3,1014.1,0.0,0.0,0.0
2023-10-14,61.3,50.6,68.7,16.0,9.0,22.3,2.8,0.0,240,16.1,42.6,1007.8,0.0,0.0,0.0
2023-10-15,47.4,39.0,74.1,8.4,5.6,12.6,1.0,0.0,275,17.7,44.5,1015.5,0.0,2.0,12087.0
2023-10-16,44.3,37.9,79.6,7.0,5.0,10.2,0.0,0.0,278,15.6,42.6,1020.7,0.0,2.0,51846.0
2023-10-17,42.9,38.3,84.6,5.9,1.3,10.7,0.0,0.0,88,3.3,14.8,1022.4,0.0,17.0,64729.0
2023-10-18,41.8,35.1,79.7,5.4,-1.4,13.6,0.0,0.0,107,6.1,24.1,1016.8,0.0,5358.0,75257.0
2023-10-19,43.2,41.3,92.6,6.5,3.0,9.0,0.4,0.0,100,11.0,27.8,1003.0,0.0,3186.0,45151.0
2023-10-20,49.6,49.0,97.9,10.0,8.0,12.6,1.5,0.0,70,11.0,25.9,992.6,0.0,3237.0,52785.0
2023-10-21,57.4,52.8,86.6,14.5,10.1,21.7,0.0,0.0,255,5.7,22.2,999.2,0.0,6165.0,205046.0
2023-10-22,53.1,52.4,96.8,12.1,8.4,13.5,11.4,0.0,298,8.9,37.0,1007.7,0.0,1725.0,40541.0
2023-10-23,53.4,48.5,85.7,12.2,8.8,17.6,0.0,0.0,263,4.7,14.8,1015.6,0.0,5626.0,82461.0
2023-10-24,52.1,49.9,91.8,11.4,6.7,16.4,0.0,0.0,101,10.4,29.6,1008.3,0.0,5745.0,79401.0
2023-10-25,53.1,50.2,90.8,12.0,7.4,15.1,5.6,0.0,300,9.8,29.6,1001.3,0.0,5085.0,63321.0
2023-10-26,51.4,48.5,90.5,10.9,7.1,13.6,2.8,0.0,222,9.6,31.5,996.1,0.0,4487.0,94584.0
2023-10-27,47.7,45.9,94.0,8.9,5.5,10.8,7.0,0.0,137,4.7,14.8,995.1,0.0,2919.0,42406.0
2023-10-28,51.8,47.5,86.8,11.1,8.2,14.0,5.8,0.0,233,10.8,31.5,1001.7,0.0,3220.0,43525.0
2023-10-29,56.4,47.5,73.4,13.2,7.8,18.0,1.8,0.0,175,12.8,35.2,1005.5,0.0,140.0,28386.0
2023-10-30,57.8,50.5,77.1,14.4,10.8,20.2,0.0,0.0,172,9.6,25.9,1005.5,0.0,5853.0,95783.0
2023-10-31,57.2,49.4,75.2,14.2,12.0,17.5,0.8,0.0,242,16.8,38.9,1000.1,0.0,4272.0,56060.0
2023-11-01,53.0,45.2,75.1,11.7,9.0,16.0,0.0,0.0,213,14.4,33.3,1008.6,0.0,3125.0,62722.0
2023-11-02,51.6,45.4,80.8,11.1,6.4,16.0,0.5,0.0,135,14.7,42.6,997.3,0.0,4136.0,143475.0
2023-11-03,49.8,47.6,92.3,10.2,6.7,13.9,29.4,0.0,288,13.1,31.5,987.8,0.0,1323.0,21784.0
2023-11-04,46.7,40.6,80.5,8.2,5.5,12.0,3.0,0.0,189,15.8,35.2,993.2,0.0,3132.0,86417.0
2023-11-05,50.8,43.0,74.5,10.5,5.2,13.7,0.0,0.0,190,15.5,37.0,986.2,0.0,2652.0,54024.0
2023-11-06,51.3,41.5,69.0,10.6,7.8,14.1,0.7,0.0,234,18.2,42.6,1003.2,0.0,4570.0,59316.0
2023-11-07,50.7,40.5,68.3,10.4,5.7,14.0,0.0,0.0,215,13.4,33.3,1013.0,0.0,5109.0,75599.0
2023-11-08,46.8,40.1,78.0,7.9,4.6,11.1,0.1,0.0,233,11.6,31.5,1015.0,0.0,4175.0,133874.0
2023-11-09,47.2,36.8,68.2,8.4,2.8,14.4,0.5,0.0,182,15.9,35.2,1010.9,0.0,4400.0,145565.0
2023-11-10,47.8,40.8,77.0,9.0,4.6,10.6,0.5,0.0,180,11.4,27.8,1004.4,0.0,4358.0,63305.0
2023-11-11,39.4,37.2,92.2,4.5,-0.3,9.1,1.3,0.0,48,5.6,24.1,1003.3,0.0,2691.0,61536.0
2023-11-12,43.4,38.5,84.2,6.2,4.2,8.1,1.3,0.0,264,10.2,25.9,1008.3,0.0,2128.0,59649.0
2023-11-13,44.1,35.5,72.5,6.8,3.0,10.1,0.0,0.0,205,13.2,29.6,1009.6,0.0,3983.0,56829.0
2023-11-14,51.3,43.0,73.6,10.7,5.9,12.6,3.6,0.0,239,18.7,44.5,1002.8,0.0,4450.0,61960.0
2023-11-15,46.8,42.6,84.9,8.6,5.0,10.3,8.9,0.0,276,14.4,46.3,1008.2,0.0,3329.0,68483.0
2023-11-16,43.8,39.6,86.3,6.6,3.5,10.8,3.5,0.0,215,7.1,25.9,1014.1,0.0,4150.0,54033.0
2023-11-17,38.9,36.6,90.3,4.2,3.4,5.5,4.1,0.0,301,12.2,33.3,1014.1,0.0,3048.0,38493.0
2023-11-18,38.6,36.2,90.3,3.9,1.3,5.3,0.5,0.0,309,7.8,31.5,1023.2,0.0,2169.0,32507.0
2023-11-19,40.5,38.0,90.3,4.9,1.5,9.7,5.0,0.0,174,14.0,33.3,1012.6,0.0,1357.0,21643.0
2023-11-20,47.7,45.9,92.4,8.8,7.8,10.4,8.9,0.0,257,16.7,33.3,1007.5,0.0,1577.0,22393.0
2023-11-21,41.1,40.0,94.5,5.4,0.0,8.6,12.9,0.0,325,11.1,31.5,1013.2,0.0,2040.0,33845.0
2023-11-22,29.4,26.6,87.7,-1.3,-2.1,0.9,2.8,10.0,347,6.6,20.4,1027.5,0.0,2255.0,43296.0
2023-11-23,40.9,34.8,79.3,5.1,-2.2,10.3,0.0,0.0,236,23.0,61.1,1013.2,0.0,2902.0,45495.0
2023-11-24,39.4,34.2,82.1,4.1,1.6,9.5,6.8,0.0,281,21.5,61.1,998.0,0.0,2419.0,75377.0
2023-11-25,34.3,30.8,88.6,1.3,0.1,2.5,2.9,0.0,295,12.5,31.5,1001.6,0.0,1616.0,22817.0
2023-11-26,30.5,26.6,84.6,-0.8,-3.0,1.3,2.0,20.0,296,9.2,29.6,1010.8,0.0,1138.0,18064.0
2023-11-27,30.3,25.4,82.5,-0.7,-4.1,2.2,0.0,0.0,170,8.0,29.6,1007.7,0.0,2406.0,60035.0
2023-11-28,28.6,26.1,89.3,-1.4,-4.2,-0.7,4.4,0.0,32,12.3,29.6,999.2,0.0,1282.0,23430.0
2023-11-29,24.4,20.2,84.8,-4.2,-7.1,-1.7,0.5,0.0,178,9.9,27.8,1007.0,0.0,1492.0,67143.0
2023-11-30,30.5,26.6,86.3,-0.9,-5.7,4.7,0.0,41.0,175,5.0,18.5,1004.8,0.0,1950.0,58149.0
2023-12-01,27.5,26.0,94.1,-2.2,-4.3,-0.2,1.4,0.0,332,4.7,14.8,1005.9,0.0,1407.0,30056.0
2023-12-02,27.2,25.7,93.7,-2.4,-3.4,-1.2,8.7,0.0,342,7.4,27.8,1008.7,0.0,482.0,13322.0
2023-12-03,26.8,23.8,88.4,-2.9,-6.9,-1.2,2.7,0.0,277,13.5,35.2,1020.4,0.0,348.0,10655.0
2023-12-04,18.6,15.6,88.7,-7.6,-13.0,-2.6,0.3,130.0,129,9.0,27.8,1021.5,0.0,704.0,11957.0
2023-12-05,24.9,21.0,84.6,-3.9,-7.7,-0.8,0.0,109.0,115,13.4,27.8,1013.7,0.0,875.0,20329.0
2023-12-06,29.1,27.4,93.5,-1.6,-5.7,0.7,0.5,89.0,95,8.4,24.1,1014.9,0.0,908.0,14001.0
2023-12-07,32.1,31.0,96.2,0.2,-0.8,1.2,0.6,0.0,359,4.1,14.8,1020.9,0.0,910.0,11653.0
2023-12-08,29.7,28.7,95.5,-1.1,-3.0,0.9,0.0,61.0,125,15.5,37.0,1018.1,0.0,988.0,20149.0
2023-12-09,33.4,31.1,92.1,0.9,-1.2,2.1,1.6,0.0,160,11.0,33.3,1014.2,0.0,762.0,10676.0
2023-12-10,36.6,32.6,85.4,2.7,-1.4,5.4,0.3,41.0,183,14.5,33.3,1007.3,0.0,677.0,11512.0
2023-12-11,44.5,39.0,80.6,7.0,4.5,9.4,5.6,0.0,223,21.6,50.0,1002.2,0.0,1458.0,30368.0
2023-12-12,43.3,38.5,83.8,6.5,3.4,8.1,1.2,0.0,261,14.1,48.2,1007.4,0.0,2041.0,42821.0
2023-12-13,41.4,39.8,94.3,5.2,2.5,6.8,0.3,0.0,107,8.6,24.1,1002.1,0.0,1855.0,22030.0
2023-12-14,38.6,37.3,95.0,3.8,1.7,5.2,0.5,0.0,5,6.2,18.5,1012.7,0.0,1626.0,31115.0
2023-12-15,35.7,32.9,89.3,2.1,-0.1,4.6,1.0,0.0,281,8.4,24.1,1031.2,0.0,2046.0,30608.0
2023-12-16,42.6,37.6,83.7,5.8,2.1,7.8,0.0,0.0,270,14.7,31.5,1036.6,0.0,1686.0,32390.0
2023-12-17,43.4,38.1,82.1,6.3,4.3,8.3,0.0,0.0,266,15.0,42.6,1033.8,0.0,1467.0,55387.0
2023-12-18,40.9,34.4,78.0,5.2,0.7,9.9,0.0,0.0,258,8.1,25.9,1028.9,0.0,2323.0,32883.0
2023-12-19,42.8,31.9,67.2,5.9,0.5,9.5,0.0,0.0,228,8.6,29.6,1018.6,0.0,2337.0,44361.0
2023-12-20,42.6,37.3,82.3,5.8,4.8,7.1,7.1,0.0,263,20.6,44.5,1009.4,0.0,1926.0,34855.0
2023-12-21,43.2,37.4,80.7,6.2,3.7,8.1,3.8,0.0,242,23.4,61.1,993.7,0.0,1349.0,17283.0
2023-12-22,38.8,29.4,69.0,3.9,2.4,8.0,3.6,0.0,281,33.8,70.4,988.8,0.0,1494.0,22967.0
2023-12-23,34.6,30.1,84.6,1.5,0.5,2.7,4.0,0.0,287,22.1,46.3,998.6,0.0,702.0,10072.0
2023-12-24,39.8,37.3,90.9,4.3,0.3,9.4,10.8,0.0,230,17.0,48.2,1002.8,0.0,279.0,7213.0
2023-12-25,51.6,45.0,78.5,10.9,9.5,12.3,5.5,0.0,272,29.1,57.4,1003.1,0.0,444.0,9224.0
2023-12-26,49.1,41.9,75.8,9.6,7.5,12.2,0.8,0.0,258,21.2,51.8,1009.1,0.0,721.0,17109.0
2023-12-27,38.7,32.1,77.9,3.6,0.0,8.3,0.0,0.0,260,15.9,46.3,1021.7,0.0,1390.0,19530.0
2023-12-28,42.6,33.7,71.8,5.9,-0.6,9.7,0.0,0.0,211,13.5,33.3,1015.9,0.0,1512.0,19377.0
2023-12-29,47.4,38.1,70.8,8.4,2.6,12.3,0.0,0.0,225,16.5,35.2,1012.2,0.0,1804.0,25222.0
2023-12-30,44.9,38.1,77.3,7.0,3.3,10.1,2.2,0.0,250,14.9,46.3,1013.1,0.0,0.0,0.0
2023-12-31,36.0,34.1,92.9,2.1,-1.6,6.1,1.0,0.0,118,6.4,25.9,1011.5,0.0,0.0,0.0
